"Year" "Country" "Country_code" "World_Region" "Purpose_of_trip" "Accommodation_type" "Number_of_trip's_participants" "Nights_spent" "Travel_agency" "Sample_weight" "Total_expenditure" "Expenditure_for_organiser" "Private_expenditure" "Expenditure_on_accommodation" "Restaurant_expenditures" "Expenditure_on_transport" "Expenditure_on_commodities"
"3100" 2022 "Austria" "AUT" "Western_Europe" "Private" "Not_rented" 2 4 "No" 110.67 3850 0 3850 0 80 3600 170
"3101" 2022 "Spain" "ESP" "South_Europe" "Private" "Hotel" 2 6 "Yes" 94.27 8750 6315 2435 0 1388 0 0
"3102" 2022 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 5 7 "No" 90.88 3790 0 3790 0 1200 1000 1500
"3103" 2022 "Germany" "DEU" "Western_Europe" "Business" "Other" 3 14 "Yes" 79.16 8750 0 8750 0 800 7000 300
"3104" 2022 "Croatia" "HRV" "South_Europe" "Private" "Hotel" 2 3 "Yes" 128.65 3390 2825 565 0 500 65 0
"3105" 2022 "Italy" "ITA" "South_Europe" "Private" "Private_accommodation" 3 8 "No" 104.2 2090 0 2090 1000 1000 90 0
"3106" 2022 "Montenegro" "MN" "South_Europe" "Private" "Hotel" 3 7 "Yes" 128.51 4650 4650 0 0 0 0 0
"3107" 2022 "Italy" "ITA" "South_Europe" "Private" "Not_rented" 1 10 "Yes" 119.39 6110 2802 3308 0 2313 0 300
"3108" 2022 "Portugal" "PRT" "South_Europe" "Business" "Hotel" 3 6 "Yes" 112.14 5690 5690 0 0 0 0 0
"3109" 2022 "France" "FRA" "Western_Europe" "Private" "Private_accommodation" 4 10 "No" 114.82 6600 0 6600 3700 925 700 1275
"3110" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 5 3 "Yes" 118.02 3490 3490 0 0 0 0 0
"3111" 2022 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 1 10 "Yes" 108.9 2630 0 2630 500 300 1000 400
"3112" 2022 "Portugal" "PRT" "South_Europe" "Business" "Private_accommodation" 2 4 "No" 127.81 5170 0 5170 800 600 2200 800
"3113" 2022 "Azerbaijan" "AZE" "Near_East_Asia" "Private" "Hotel" 2 9 "Yes" 73.45 3470 1463 2007 1005 645 100 257
"3114" 2022 "Croatia" "HRV" "South_Europe" "Private" "Hotel" 1 7 "Yes" 131.29 5330 4845 485 0 200 0 100
"3115" 2022 "Denmark" "DNK" "North_Europe" "Business" "Hotel" 2 15 "Unknown" 102.15 4130 0 4130 900 500 1900 300
"3116" 2022 "Tunisia" "TUN" "North_Africa" "Private" "Hotel" 5 7 "Yes" 124.27 12695 11809 886 0 0 0 886
"3117" 2022 "Norway" "NOR" "North_Europe" "Business" "Not_rented" 1 8 "No" 102.58 3390 0 3390 600 500 620 900
"3118" 2022 "Iceland" "ISL" "North_Europe" "Private" "Not_rented" 5 14 "No" 65.12 2830 0 2830 0 700 1600 200
"3119" 2022 "Italy" "ITA" "South_Europe" "Private" "Hotel" 1 2 "Yes" 121.64 1390 1390 0 0 0 0 0
"3120" 2022 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 2 7 "Yes" 96.46 8940 7816 1124 0 1000 124 0
"3121" 2022 "Netherlands" "NLD" "Western_Europe" "Private" "Not_rented" 2 7 "No" 102.02 1500 0 1500 0 300 800 200
"3122" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 6 20 "No" 131.7 3610 0 3610 1000 1250 500 600
"3123" 2022 "Spain" "ESP" "South_Europe" "Private" "Hotel" 2 8 "Yes" 120.23 5090 4535 555 0 0 50 0
"3124" 2022 "Ecuador" "ECU" "South_America" "Private" "Hotel" 1 15 "Yes" 108.81 5630 2891 2739 1155 1312 0 272
"3125" 2022 "Switzerland" "CHE" "Western_Europe" "Private" "Hotel" 1 13 "No" 119.99 11410 0 11410 6000 2410 3000 0
"3126" 2022 "Spain" "ESP" "South_Europe" "Private" "Hotel" 1 7 "No" 109.29 3900 0 3900 1400 1400 1100 0
"3127" 2022 "France" "FRA" "Western_Europe" "Business" "Not_rented" 1 3 "No" 105.88 5140 0 5140 0 300 4840 0
"3128" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 3 8 "Yes" 122.52 3450 3450 0 0 0 0 0
"3129" 2022 "Germany" "DEU" "Western_Europe" "Business" "Hotel" 3 3 "No" 50.23 3230 0 3230 1500 450 650 300
"3130" 2022 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 3 6 "Yes" 117.06 6530 6530 0 0 0 0 0
"3131" 2022 "Italy" "ITA" "South_Europe" "Private" "Hotel" 1 7 "No" 131.55 8450 0 8450 1000 800 6600 0
"3132" 2022 "Croatia" "HRV" "South_Europe" "Private" "Private_accommodation" 4 7 "No" 123.22 7390 0 7390 2500 2000 2500 390
"3133" 2022 "Spain" "ESP" "South_Europe" "Private" "Private_accommodation" 3 3 "No" 94.66 1760 0 1760 694 463 500 0
"3134" 2022 "France" "FRA" "Western_Europe" "Private" "Hotel" 6 4 "No" 101.8 3290 0 3290 1000 1100 800 0
"3135" 2022 "Italy" "ITA" "South_Europe" "Private" "Hotel" 4 7 "Yes" 131.7 9800 9800 0 0 0 0 0
"3136" 2022 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Not_rented" 1 5 "Yes" 108.23 3970 381 3589 753 355 2287 194
"3137" 2022 "France" "FRA" "Western_Europe" "Business" "Not_rented" 2 4 "No" 118.11 5810 0 5810 0 650 5160 0
"3138" 2022 "Portugal" "PRT" "South_Europe" "Private" "Hotel" 6 10 "No" 93.66 4130 0 4130 3630 500 0 0
"3139" 2022 "France" "FRA" "Western_Europe" "Private" "Hotel" 3 6 "Yes" 69.78 5330 4778 552 0 200 150 202
"3140" 2022 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 5 7 "Yes" 94.33 5090 4801 289 0 0 289 0
"3141" 2022 "France" "FRA" "Western_Europe" "Business" "Private_accommodation" 2 16 "No" 102.76 3010 0 3010 1000 900 1110 0
"3142" 2022 "Spain" "ESP" "South_Europe" "Private" "Private_accommodation" 2 7 "No" 89.07 6840 0 6840 4840 2000 0 0
"3143" 2022 "Netherlands" "NLD" "Western_Europe" "Private" "Not_rented" 3 6 "No" 131.49 1590 0 1590 0 0 650 940
"3144" 2022 "Denmark" "DNK" "North_Europe" "Private" "Hotel" 5 14 "No" 130.69 2520 0 2520 900 0 1000 620
"3145" 2022 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 4 6 "Yes" 81.41 5970 4975 995 0 300 0 400
"3146" 2022 "Sweden" "SWE" "North_Europe" "Business" "Hotel" 3 14 "Yes" 117.81 2340 2106 234 0 0 200 0
"3147" 2022 "Italy" "ITA" "South_Europe" "Private" "Guesthouse" 5 2 "Yes" 111.55 3030 2913 117 0 0 20 97
"3148" 2022 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 2 7 "Yes" 126.6 16092 16092 0 0 0 0 0
"3149" 2022 "Denmark" "DNK" "North_Europe" "Business" "Private_accommodation" 3 21 "Yes" 123.27 3970 0 3970 2300 200 1200 270
"3150" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 1 7 "Yes" 83.58 9480 8786 694 0 0 0 600
"3151" 2022 "Malta" "MLT" "South_Europe" "Private" "Hotel" 6 6 "Yes" 71.11 2440 1595 845 200 200 200 100
"3152" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 2 5 "Yes" 118.35 7890 6830 1060 0 200 0 700
"3153" 2022 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 1 11 "No" 87.29 5770 0 5770 0 5000 770 0
"3154" 2022 "Germany" "DEU" "Western_Europe" "Business" "Hotel" 2 3 "No" 83.52 1790 0 1790 700 660 430 0
"3155" 2022 "Norway" "NOR" "North_Europe" "Private" "Hotel" 5 25 "No" 78.67 5450 0 5450 1000 114 3500 0
"3156" 2022 "Croatia" "HRV" "South_Europe" "Private" "Private_accommodation" 6 7 "No" 98.04 4070 0 4070 700 700 1300 900
"3157" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 4 2 "No" 109.34 1280 0 1280 0 200 700 380
"3158" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 4 8 "No" 59.33 4340 0 4340 1600 800 1940 0
"3159" 2022 "Spain" "ESP" "South_Europe" "Business" "Hotel" 2 5 "Yes" 99.72 2590 2590 0 0 0 0 0
"3160" 2022 "Croatia" "HRV" "South_Europe" "Private" "Private_accommodation" 1 6 "No" 111.9 4520 0 4520 1092 768 1500 600
"3161" 2022 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Hotel" 3 2 "No" 102.94 1840 0 1840 400 720 720 0
"3162" 2022 "Italy" "ITA" "South_Europe" "Private" "Private_accommodation" 1 6 "No" 94.48 1820 0 1820 420 400 600 0
"3163" 2022 "Malta" "MLT" "South_Europe" "Private" "Hotel" 5 5 "No" 101.58 3300 0 3300 400 1388 744 0
"3164" 2022 "Austria" "AUT" "Western_Europe" "Business" "Private_accommodation" 1 4 "No" 116.65 1420 0 1420 250 200 400 550
"3165" 2022 "Italy" "ITA" "South_Europe" "Private" "Private_accommodation" 3 10 "No" 72.31 2470 0 2470 900 150 910 200
"3166" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 6 5 "No" 105.29 2130 0 2130 0 500 1400 230
"3167" 2022 "Italy" "ITA" "South_Europe" "Business" "Private_accommodation" 1 7 "Yes" 126.72 5390 0 5390 555 1850 900 0
"3168" 2022 "France" "FRA" "Western_Europe" "Business" "Not_rented" 1 14 "No" 123.34 3900 0 3900 0 500 3000 0
"3169" 2022 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Hotel" 5 2 "No" 133.08 1870 0 1870 700 300 600 200
"3170" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 2 25 "No" 105.09 2010 0 2010 0 2000 10 0
"3171" 2022 "Italy" "ITA" "South_Europe" "Private" "Hotel" 5 8 "No" 106.31 4600 0 4600 1000 1500 1500 400
"3172" 2022 "Germany" "DEU" "Western_Europe" "Private" "Private_accommodation" 4 10 "No" 108.75 2410 0 2410 600 600 300 500
"3173" 2022 "Slovenia" "SVN" "South_Europe" "Private" "Agritourism_accommodation" 6 3 "No" 95.04 4990 0 4990 2100 800 900 550
"3174" 2022 "Hungary" "HUN" "Eastern_Europe" "Private" "Hotel" 3 2 "No" 107.67 3020 0 3020 1000 600 700 250
"3175" 2022 "France" "FRA" "Western_Europe" "Business" "Private_accommodation" 3 14 "No" 122.19 8440 0 8440 4000 1600 1000 900
"3176" 2022 "Italy" "ITA" "South_Europe" "Business" "Not_rented" 1 3 "No" 118.91 6200 0 6200 0 300 5400 260
"3177" 2022 "Austria" "AUT" "Western_Europe" "Business" "Private_accommodation" 1 14 "No" 130.94 2210 0 2210 971 463 755 21
"3178" 2022 "Hungary" "HUN" "Eastern_Europe" "Private" "Hostel" 1 10 "Yes" 125.73 2380 1904 476 0 0 0 476
"3179" 2022 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 1 7 "Yes" 102.4 12882 12651 231 0 0 0 200
"3180" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 3 3 "Yes" 83.63 6280 0 6280 0 70 5200 290
"3181" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 5 24 "No" 102.01 2090 0 2090 0 1400 630 60
"3182" 2022 "United Kingdom" "GBR" "North_Europe" "Private" "Hotel" 3 5 "No" 125.98 3960 0 3960 2000 600 600 0
"3183" 2022 "Spain" "ESP" "South_Europe" "Private" "Hotel" 5 11 "Yes" 88.94 9710 7886 1824 0 0 0 463
"3184" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 1 4 "Yes" 97.64 5910 0 5910 0 80 5000 250
"3185" 2022 "Spain" "ESP" "South_Europe" "Private" "Private_accommodation" 3 10 "No" 111.93 11061 0 11061 3350 2500 3000 550
"3186" 2022 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 1 7 "No" 122.95 3500 0 3500 2100 1000 400 0
"3187" 2022 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 3 25 "No" 99.72 3310 0 3310 800 1000 1200 0
"3188" 2022 "Morocco" "MAR" "North_Africa" "Private" "Hotel" 1 13 "Yes" 104.85 3100 3100 0 0 0 0 0
"3189" 2022 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 5 7 "Yes" 122 3520 3242 278 0 0 100 178
"3190" 2022 "Germany" "DEU" "Western_Europe" "Private" "Private_accommodation" 5 5 "Yes" 100.87 2470 0 2470 500 200 700 1070
"3191" 2022 "Netherlands" "NLD" "Western_Europe" "Private" "Not_rented" 2 3 "No" 116.84 3330 0 3330 0 500 1600 750
"3192" 2022 "Germany" "DEU" "Western_Europe" "Business" "Hotel" 1 1 "No" 123.65 1680 0 1680 340 200 1140 0
"3193" 2022 "Germany" "DEU" "Western_Europe" "Private" "Other" 1 7 "No" 109.12 1240 0 1240 558 408 274 0
"3194" 2022 "Netherlands" "NLD" "Western_Europe" "Private" "Not_rented" 3 30 "No" 105.95 9340 0 9340 5600 3040 700 0
"3195" 2022 "Italy" "ITA" "South_Europe" "Private" "Hotel" 3 7 "No" 113.37 3240 0 3240 913 519 1355 0
"3196" 2022 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Agritourism_accommodation" 3 6 "No" 121.21 2610 0 2610 800 780 700 0
"3197" 2022 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 1 17 "No" 126.57 2740 0 2740 1500 700 540 0
"3198" 2022 "Ireland" "IRL" "North_Europe" "Private" "Not_rented" 2 6 "No" 87.63 1730 0 1730 0 420 1150 160
"3199" 2022 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 1 25 "No" 101.8 2940 0 2940 1500 1000 440 0
"3200" 2022 "France" "FRA" "Western_Europe" "Private" "Not_rented" 5 20 "No" 83.42 6090 0 6090 1000 925 1650 1756
"3201" 2022 "Spain" "ESP" "South_Europe" "Private" "Hostel" 4 6 "Yes" 111.52 6230 5542 688 0 0 0 20
"3202" 2022 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 4 14 "Yes" 118.91 12172 9229 2943 0 1000 300 1250
"3203" 2022 "Croatia" "HRV" "South_Europe" "Private" "Guesthouse" 6 6 "No" 105.06 4470 0 4470 1000 200 1100 900
"3204" 2022 "Netherlands" "NLD" "Western_Europe" "Private" "Not_rented" 2 28 "No" 124.45 2210 0 2210 0 500 1500 210
"3205" 2022 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Agritourism_accommodation" 4 12 "No" 123.13 2700 0 2700 1000 648 1052 0
"3206" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 2 3 "No" 114.2 1450 0 1450 0 250 1200 0
"3207" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 4 10 "No" 126.15 2440 0 2440 1000 500 600 0
"3208" 2022 "Austria" "AUT" "Western_Europe" "Private" "Hotel" 3 4 "No" 119.68 4550 0 4550 690 920 2000 0
"3209" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 4 7 "Yes" 102.23 9430 8840 590 0 200 0 300
"3210" 2022 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 1 10 "Yes" 113.97 1860 933 927 0 200 200 400
"3211" 2022 "Norway" "NOR" "North_Europe" "Business" "Private_accommodation" 1 16 "Yes" 94.63 2210 0 2210 1470 600 140 0
"3212" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 5 3 "No" 65.86 1360 0 1360 0 0 1000 360
"3213" 2022 "Sweden" "SWE" "North_Europe" "Private" "Not_rented" 5 20 "No" 105.5 2560 0 2560 0 1000 1300 260
"3214" 2022 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 3 25 "No" 111.21 7120 0 7120 5550 0 1100 470
"3215" 2022 "United Kingdom" "GBR" "North_Europe" "Business" "Not_rented" 1 5 "No" 84.78 9410 0 9410 0 300 8000 300
"3216" 2022 "France" "FRA" "Western_Europe" "Business" "Private_accommodation" 1 25 "No" 107.94 6940 0 6940 2250 0 1500 2900
"3217" 2022 "Cyprus" "CYP" "South_Europe" "Private" "Hotel" 2 7 "Yes" 109.1 3170 2593 577 0 0 100 250
"3218" 2022 "Croatia" "HRV" "South_Europe" "Private" "Hotel" 1 6 "Yes" 107.13 2590 1992 598 0 0 0 380
"3219" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 2 3 "No" 115.65 3120 0 3120 700 1000 1200 0
"3220" 2022 "Sweden" "SWE" "North_Europe" "Private" "Other" 3 3 "Yes" 106.92 4690 3272 1418 0 0 0 1000
"3221" 2022 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Hostel" 4 3 "No" 88.4 2450 0 2450 600 400 800 200
"3222" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 4 7 "No" 95.84 9810 0 9810 3000 3250 1650 0
"3223" 2022 "Spain" "ESP" "South_Europe" "Private" "Private_accommodation" 4 7 "No" 118.77 5170 0 5170 2800 500 1380 490
"3224" 2022 "France" "FRA" "Western_Europe" "Private" "Private_accommodation" 6 5 "Yes" 93.39 2900 2900 0 0 0 0 0
"3225" 2022 "Italy" "ITA" "South_Europe" "Private" "Not_rented" 6 10 "No" 93.51 3120 0 3120 0 1260 1494 0
"3226" 2022 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 4 6 "Yes" 120.31 8380 7887 493 0 0 0 150
"3227" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 2 7 "Yes" 119.53 4070 3351 719 0 0 0 200
"3228" 2022 "Italy" "ITA" "South_Europe" "Private" "Hotel" 4 5 "No" 129.59 5340 0 5340 1318 700 1493 1000
"3229" 2022 "Russia" "RUS" "Eastern_Europe" "Business" "Not_rented" 2 2 "No" 123.06 2190 0 2190 0 0 176 1200
"3230" 2022 "United Kingdom" "GBR" "North_Europe" "Business" "Hotel" 2 4 "No" 104.89 2610 0 2610 1200 320 700 390
"3231" 2022 "Spain" "ESP" "South_Europe" "Private" "Hotel" 1 6 "Yes" 124.06 4020 3216 804 0 800 0 0
"3232" 2022 "France" "FRA" "Western_Europe" "Business" "Other" 3 1 "No" 125.48 6910 0 6910 230 1584 5000 0
"3233" 2022 "Italy" "ITA" "South_Europe" "Private" "Guesthouse" 4 14 "No" 132.1 5940 0 5940 1500 1000 1750 1000
"3234" 2022 "Italy" "ITA" "South_Europe" "Private" "Guesthouse" 2 7 "No" 95.14 7640 0 7640 4800 600 1000 0
"3235" 2022 "Netherlands" "NLD" "Western_Europe" "Business" "Not_rented" 1 5 "No" 131.11 4960 0 4960 0 250 4300 100
"3236" 2022 "Italy" "ITA" "South_Europe" "Private" "Agritourism_accommodation" 5 20 "No" 99.47 15187 0 15187 2200 6000 5960 1027
"3237" 2022 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 1 7 "Yes" 95.8 2400 2015 385 0 0 100 285
"3238" 2022 "Cyprus" "CYP" "South_Europe" "Private" "Hotel" 3 7 "No" 117.3 2360 0 2360 1750 500 110 0
"3239" 2022 "Cyprus" "CYP" "South_Europe" "Private" "Hotel" 6 3 "No" 96.76 2380 0 2380 1500 500 380 0
"3240" 2022 "Netherlands" "NLD" "Western_Europe" "Business" "Private_accommodation" 2 23 "No" 115.15 5560 0 5560 2380 1260 750 350
"3241" 2022 "Italy" "ITA" "South_Europe" "Private" "Hotel" 3 14 "No" 119.36 5600 0 5600 3600 2000 0 0
"3242" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 4 7 "Yes" 52.11 7070 6366 704 0 0 30 0
"3243" 2022 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 3 6 "No" 108.23 2080 0 2080 0 500 1000 500
"3244" 2022 "Croatia" "HRV" "South_Europe" "Private" "Private_accommodation" 2 14 "No" 108.88 18688 0 18688 8000 3000 2400 3200
"3245" 2022 "Italy" "ITA" "South_Europe" "Private" "Hotel" 2 3 "No" 87.29 2140 0 2140 900 400 500 340
"3246" 2022 "Vietnam" "VNM" "Far_East_Asia" "Private" "Hotel" 2 16 "Yes" 114.47 22556 22556 0 0 0 0 0
"3247" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 4 7 "Yes" 60.61 6610 6610 0 0 0 0 0
"3248" 2022 "Spain" "ESP" "South_Europe" "Private" "Hotel" 3 8 "Yes" 110.38 14575 12826 1749 0 0 0 0
"3249" 2022 "Germany" "DEU" "Western_Europe" "Business" "Hotel" 2 16 "No" 115.55 5220 0 5220 1900 2350 940 30
"3250" 2022 "Germany" "DEU" "Western_Europe" "Private" "Hotel" 1 2 "Yes" 118.57 2570 2151 419 0 0 0 350
"3251" 2022 "Croatia" "HRV" "South_Europe" "Private" "Hotel" 5 7 "No" 125 8650 0 8650 3000 4000 600 1050
"3252" 2022 "Germany" "DEU" "Western_Europe" "Private" "Private_accommodation" 4 5 "No" 117.19 2480 0 2480 700 648 400 100
"3253" 2022 "United Arab Emirates" "ARE" "Near_East_Asia" "Private" "Not_rented" 6 20 "No" 106.67 5280 0 5280 0 0 4617 663
"3254" 2022 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 2 3 "No" 114.47 2110 0 2110 200 800 497 350
"3255" 2022 "Austria" "AUT" "Western_Europe" "Private" "Hotel" 2 7 "Yes" 104.24 3550 3302 248 0 0 0 248
"3256" 2022 "Slovakia" "SVK" "Eastern_Europe" "Private" "Guesthouse" 1 5 "No" 66.73 9760 0 9760 2500 800 1300 1750
"3257" 2022 "Croatia" "HRV" "South_Europe" "Private" "Guesthouse" 6 7 "No" 67.64 4670 0 4670 2800 1100 770 0
"3258" 2022 "North Macedonia" "MKD" "South_Europe" "Private" "Hostel" 4 3 "No" 112.77 3670 0 3670 550 500 1250 810
"3259" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 3 3 "No" 71.05 3820 0 3820 600 1000 850 900
"3260" 2022 "Kenya" "KEN" "South_Africa" "Private" "Hotel" 6 14 "Yes" 105.1 13696 13696 0 0 0 0 0
"3261" 2022 "Czech Republic" "CZE" "Eastern_Europe" "Business" "Private_accommodation" 1 6 "No" 66.08 1430 0 1430 300 600 530 0
"3262" 2022 "Albania" "ALB" "South_Europe" "Private" "Hotel" 3 7 "Yes" 85.47 6520 5083 1437 0 500 300 613
"3263" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 3 7 "No" 106.5 3380 0 3380 0 600 2780 0
"3264" 2022 "France" "FRA" "Western_Europe" "Private" "Not_rented" 3 6 "No" 83.56 2530 0 2530 0 1200 1200 130
"3265" 2022 "Croatia" "HRV" "South_Europe" "Private" "Hotel" 4 5 "Yes" 108.78 2260 2260 0 0 0 0 0
"3266" 2022 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Hotel" 6 4 "No" 123.96 2420 0 2420 800 700 800 120
"3267" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 1 12 "No" 117.8 1230 0 1230 0 100 600 530
"3268" 2022 "Italy" "ITA" "South_Europe" "Business" "Not_rented" 1 5 "No" 108.04 8770 0 8770 0 50 7000 450
"3269" 2022 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 3 7 "Yes" 60.8 6720 6443 277 0 0 0 0
"3270" 2022 "Faroe Islands" "FRO" "North_Europe" "Business" "Private_accommodation" 2 21 "No" 96.37 10069 0 10069 1600 1600 4340 1200
"3271" 2022 "Hungary" "HUN" "Eastern_Europe" "Business" "Not_rented" 3 3 "No" 104.9 4180 0 4180 0 300 3880 0
"3272" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 4 14 "No" 116.64 1530 0 1530 0 925 481 0
"3273" 2022 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 2 7 "Yes" 82.2 18170 17101 1069 0 0 0 1000
"3274" 2022 "Mexico" "MEX" "Australia_and_Oceania" "Private" "Hotel" 1 11 "Yes" 113.24 22014 9276 12738 4121 3000 0 2879
"3275" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 1 5 "No" 117.4 1470 0 1470 0 600 870 0
"3276" 2022 "France" "FRA" "Western_Europe" "Business" "Not_rented" 2 16 "No" 125.13 8690 0 8690 800 800 6000 462
"3277" 2022 "Belgium" "BEL" "Western_Europe" "Business" "Not_rented" 3 25 "No" 65.35 6060 0 6060 2000 2000 900 1160
"3278" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 3 12 "No" 116.76 2260 0 2260 0 600 600 800
"3279" 2022 "Denmark" "DNK" "North_Europe" "Business" "Private_accommodation" 3 13 "Yes" 80.04 2710 0 2710 500 700 800 300
"3280" 2022 "Portugal" "PRT" "South_Europe" "Private" "Hostel" 5 6 "Yes" 116.63 2640 2315 325 0 0 0 325
"3281" 2022 "France" "FRA" "Western_Europe" "Business" "Private_accommodation" 3 16 "No" 99.33 4000 0 4000 1000 1000 2000 0
"3282" 2022 "Norway" "NOR" "North_Europe" "Business" "Private_accommodation" 1 16 "No" 83.91 3440 0 3440 1000 1500 940 0
"3283" 2022 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 2 20 "Unknown" 116.44 3210 0 3210 1800 1000 410 0
"3284" 2022 "Austria" "AUT" "Western_Europe" "Private" "Not_rented" 5 2 "No" 95.43 1240 0 1240 150 0 1090 0
"3285" 2022 "Sweden" "SWE" "North_Europe" "Private" "Not_rented" 1 4 "No" 122.85 1140 0 1140 0 600 400 0
"3286" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 3 13 "No" 112.05 3040 0 3040 0 1560 1200 280
"3287" 2022 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 1 6 "No" 122.81 1740 0 1740 0 800 500 440
"3288" 2022 "Hungary" "HUN" "Eastern_Europe" "Private" "Agritourism_accommodation" 2 13 "No" 79.84 4930 0 4930 2000 2000 930 0
"3289" 2022 "Denmark" "DNK" "North_Europe" "Business" "Private_accommodation" 2 14 "No" 131.51 2010 0 2010 1000 0 800 210
"3290" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 3 7 "Yes" 76.02 1790 1665 125 0 0 125 0
"3291" 2022 "Czech Republic" "CZE" "Eastern_Europe" "Business" "Hotel" 1 3 "No" 111.23 2250 0 2250 1000 1000 250 0
"3292" 2022 "Greece" "GRC" "South_Europe" "Private" "Hotel" 6 14 "Yes" 121.75 9540 9085 455 0 0 0 400
"3293" 2022 "Croatia" "HRV" "South_Europe" "Private" "Hotel" 6 13 "No" 117.57 7100 0 7100 2000 1400 1300 1300
"3294" 2022 "Austria" "AUT" "Western_Europe" "Private" "Not_rented" 1 18 "No" 129.55 6470 0 6470 985 1000 1800 1552
"3295" 2022 "Italy" "ITA" "South_Europe" "Private" "Hotel" 4 10 "Yes" 110.61 1360 1360 0 0 0 0 0
"3296" 2022 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 2 14 "No" 131.82 2980 0 2980 0 400 2400 180
"3297" 2022 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 1 14 "Yes" 111 18883 17926 957 0 0 0 300
"3298" 2022 "Croatia" "HRV" "South_Europe" "Private" "Hotel" 2 7 "Yes" 94.55 3150 2812 338 0 0 0 300
"3299" 2022 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 2 5 "No" 99.3 1730 0 1730 800 0 300 600
"3300" 2022 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 1 14 "No" 107.84 1280 0 1280 600 0 680 0
"3301" 2022 "Netherlands" "NLD" "Western_Europe" "Private" "Not_rented" 6 5 "Yes" 127.67 1970 388 1582 0 0 900 682
"3302" 2022 "Croatia" "HRV" "South_Europe" "Private" "Private_accommodation" 5 10 "No" 85.09 8670 0 8670 3700 2000 1500 960
